"Annotation1-1","BeginTime","Annotation2-1","BeginTime","Annotation3-1","BeginTime","TranscriptionName"
-,229837,matoll,229837,NCMP000,229837,"What-AccessFriendly-CA.eaf"
-,235019,got,235019,NCMS000,235019,"What-AccessFriendly-CA.eaf"
-,235641,pàstic,235641,NCMS000,235641,"What-AccessFriendly-CA.eaf"
-,236574,tapa,236574,NCFS000,236574,"What-AccessFriendly-CA.eaf"
-,237196,subjectar,237196,VMP00SM,237196,"What-AccessFriendly-CA.eaf"
BodyPart,238129,mà,238129,NCFP000,238129,"What-AccessFriendly-CA.eaf"
BodyPart,238751,rostre,238751,NCMS000,238751,"What-AccessFriendly-CA.eaf"
A-EmotionalState,239062,pensarós,239062,AQ0MS0,239062,"What-AccessFriendly-CA.eaf"
-,239995,home,239995,NCMS000,239995,"What-AccessFriendly-CA.eaf"
-,241550,any,241550,NCMP000,241550,"What-AccessFriendly-CA.eaf"
BodyPart,242483,cabell,242483,NCMS000,242483,"What-AccessFriendly-CA.eaf"
-,242794,arrissar,242794,VMP00SM,242794,"What-AccessFriendly-CA.eaf"
BodyPart,243416,barba,243416,NCFS000,243416,"What-AccessFriendly-CA.eaf"
A-Human,243727,canós,243727,AQ0FS0,243727,"What-AccessFriendly-CA.eaf"
Touching,248664,vorejar,248664,VMIP3S0,248664,"What-AccessFriendly-CA.eaf"
BodyPart,249708,dit,249708,NCMP000,249708,"What-AccessFriendly-CA.eaf"
-,250404,tapa,250404,NCFS000,250404,"What-AccessFriendly-CA.eaf"
-,251448,got,251448,NCMS000,251448,"What-AccessFriendly-CA.eaf"
Process,252840,obrar,252840,VMIP1S0,252840,"What-AccessFriendly-CA.eaf"
-,253884,haver,253884,VAIP3S0,253884,"What-AccessFriendly-CA.eaf"
-,254232,cafè,254232,NCMS000,254232,"What-AccessFriendly-CA.eaf"
-,254580,aigualir,254580,VMP00SM,254580,"What-AccessFriendly-CA.eaf"
A-EmotionalState,255276,indecís,255276,AQ0MS0,255276,"What-AccessFriendly-CA.eaf"
Process,255972,acabar,255972,VMIP3S0,255972,"What-AccessFriendly-CA.eaf"
IntentionalProcess,256320,fer,256320,VMG0000,256320,"What-AccessFriendly-CA.eaf"
-,257016,glop,257016,NCMS000,257016,"What-AccessFriendly-CA.eaf"
-,265470,sobreimprimir,265470,VMP00SM,265470,"What-AccessFriendly-CA.eaf"
-,266570,imatge,266570,NCFS000,266570,"What-AccessFriendly-CA.eaf"
-,266845,congelar,266845,VMP00SF,266845,"What-AccessFriendly-CA.eaf"
IntentionalPsychologicalProcess,267670,llegir,267670,VMIP3S0,267670,"What-AccessFriendly-CA.eaf"
-,269045,jubilat,269045,NCMS000,269045,"What-AccessFriendly-CA.eaf"
located,270145,estar,270145,VMIP3S0,270145,"What-AccessFriendly-CA.eaf"
A-BodyMotion,270420,asseure,270420,VMP00SM,270420,"What-AccessFriendly-CA.eaf"
-,271245,banc,271245,NCMS000,271245,"What-AccessFriendly-CA.eaf"
-,272070,parc,272070,NCMS000,272070,"What-AccessFriendly-CA.eaf"
-,273170,got,273170,NCMS000,273170,"What-AccessFriendly-CA.eaf"
BodyPart,273995,mà,273995,NCFP000,273995,"What-AccessFriendly-CA.eaf"
-,274820,mirada,274820,NCFS000,274820,"What-AccessFriendly-CA.eaf"
A-EmotionalState,275095,perduda,275095,AQ0FS0,275095,"What-AccessFriendly-CA.eaf"
BodyMotion,275645,moure,275645,VMIP3S0,275645,"What-AccessFriendly-CA.eaf"
BodyPart,276470,cama,276470,NCFS000,276470,"What-AccessFriendly-CA.eaf"
Putting Dressing,277020,vestir,277020,VMIP3S0,277020,"What-AccessFriendly-CA.eaf"
Cloth,277295,samarreta,277295,NCFS000,277295,"What-AccessFriendly-CA.eaf"
-,277845,tirant,277845,NCMP000,277845,"What-AccessFriendly-CA.eaf"
Cloth,278395,pantaló,278395,NCMP000,278395,"What-AccessFriendly-CA.eaf"
