"Annotation1-1","BeginTime","Annotation2-1","BeginTime","Annotation3-1","BeginTime","TranscriptionName"
Process,760802,sujetar,760802,VMIP3S0,760802,"Aristia-ES.eaf"
Process,763688,tender,763688,VMN0000,763688,"Aristia-ES.eaf"
Process,764798,dar,764798,VMN0000,764798,"Aristia-ES.eaf"
Communication,769488,hablar,769488,VMIP2S0,769488,"Aristia-ES.eaf"
Seeing,772340,mirar,772340,VMIP3S0,772340,"Aristia-ES.eaf"
Hearing,775630,oír,775630,VMM02S0,775630,"Aristia-ES.eaf"
Process,776542,poder,776542,VMIP1S0,776542,"Aristia-ES.eaf"
Communication,776770,hablar,776770,VMN0000,776770,"Aristia-ES.eaf"
Process,777682,dejar,777682,VMN0000,777682,"Aristia-ES.eaf"
Process,778366,guardar,778366,VMIP3S0,778366,"Aristia-ES.eaf"
Process,781420,rondar,781420,VMIP3S0,781420,"Aristia-ES.eaf"
Process,784508,pasar,784508,VMIP3S0,784508,"Aristia-ES.eaf"
Walking,4052,pasear,4052,VMIP3S0,4052,"What-CEIAF-ES.eaf"
Motion,8427,cruzar,8427,VMIP3P0,8427,"What-CEIAF-ES.eaf"
Walking,9969,correr,9969,VMG0000,9969,"What-CEIAF-ES.eaf"
Motion,24670,detener,24670,VMIP3S0,24670,"What-CEIAF-ES.eaf"
Motion,28374,bajar,28374,VMIP3S0,28374,"What-CEIAF-ES.eaf"
Communication,28661,hablar,28661,VMG0000,28661,"What-CEIAF-ES.eaf"
Process,53275,guardar,53275,VMIP3S0,53275,"What-CEIAF-ES.eaf"
Process,57792,sacar,57792,VMIP3S0,57792,"What-CEIAF-ES.eaf"
Process,60816,poner,60816,VMIP3S0,60816,"What-CEIAF-ES.eaf"
Walking,68997,deambular,68997,VMIP3S0,68997,"What-CEIAF-ES.eaf"
BodyMotion,94830,tumbar,94830,VMIP3S0,94830,"What-CEIAF-ES.eaf"
BodyMotion,99440,cerrar,99440,VMIP3S0,99440,"What-CEIAF-ES.eaf"
BodyMotion,100620,llevar,100620,VMIP3S0,100620,"What-CEIAF-ES.eaf"
BodyMotion,106157,extender,106157,VMIP3S0,106157,"What-CEIAF-ES.eaf"
Touching,107288,palpar,107288,VMG0000,107288,"What-CEIAF-ES.eaf"
BodyMotion,113514,recostar,113514,VMIP3S0,113514,"What-CEIAF-ES.eaf"
Process,114342,coger,114342,VMIP3S0,114342,"What-CEIAF-ES.eaf"
Seeing,142342,mira,142342,VMIP3S0,142342,"What-CEIAF-ES.eaf"
Process,157510,soltar,157510,VMIP3S0,157510,"What-CEIAF-ES.eaf"
BodyMotion,160030,incorporar,160030,VMIP3S0,160030,"What-CEIAF-ES.eaf"
Walking,164080,caminar,164080,VMIP3S0,164080,"What-CEIAF-ES.eaf"
Seeing,165310,mirar,165310,VMG0000,165310,"What-CEIAF-ES.eaf"
Motion,187500,aproximar,187500,VMIP3S0,187500,"What-CEIAF-ES.eaf"
Process,189500,mostrar,189500,VMG0000,189500,"What-CEIAF-ES.eaf"
Hearing,202926,percibir,202926,VMIP3S0,202926,"What-CEIAF-ES.eaf"
Process,203814,mantener,203814,VMIP3S0,203814,"What-CEIAF-ES.eaf"
Motion,208100,regresar,208100,VMIP3S0,208100,"What-CEIAF-ES.eaf"
Possesses,208776,tener,208776,VMIP3S0,208776,"What-CEIAF-ES.eaf"
Process,210804,poner,210804,VMN0000,210804,"What-CEIAF-ES.eaf"
Seeing,213170,mirar,213170,VMN0000,213170,"What-CEIAF-ES.eaf"
Motion,219038,avanzar,219038,VMIP3S0,219038,"What-CEIAF-ES.eaf"
Walking,227166,subir,227166,VMG0000,227166,"What-CEIAF-ES.eaf"
Process,237050,descansar,237050,VMIP3S0,237050,"What-CEIAF-ES.eaf"
Possesses,241200,llevar,241200,VMIP3S0,241200,"What-CEIAF-ES.eaf"
Clothing,243832,vestir,243832,VMIP3S0,243832,"What-CEIAF-ES.eaf"
Process,249477,distraer,249477,VMIP3S0,249477,"What-CEIAF-ES.eaf"
BodyMotion,249804,pasar,249804,VMG0000,249804,"What-CEIAF-ES.eaf"
PositionalAttribute,252093,cubrir,252093,VMIP3S0,252093,"What-CEIAF-ES.eaf"
Motion,253728,abrir,253728,VMIP3S0,253728,"What-CEIAF-ES.eaf"
Motion,254709,llevar,254709,VMIP3S0,254709,"What-CEIAF-ES.eaf"
Drinking,259000,probar,259000,VMIP3S0,259000,"What-CEIAF-ES.eaf"
Process,268880,completar,268880,VMIP3P0,268880,"What-CEIAF-ES.eaf"
Drinking,276540,tomar,276540,VMG0000,276540,"What-CEIAF-ES.eaf"
BodyMotion,277689,mover,277689,VMG0000,277689,"What-CEIAF-ES.eaf"
Process,285100,sacar,285100,VMIP3S0,285100,"What-CEIAF-ES.eaf"
BodyMotion,288580,deslizar,288580,VMIP3S0,288580,"What-CEIAF-ES.eaf"
Seeing,291016,revisar,291016,VMG0000,291016,"What-CEIAF-ES.eaf"
BodyMotion,296100,seleccionar,296100,VMIP3S0,296100,"What-CEIAF-ES.eaf"
Seeing,329475,alzar_la_mirada,329475,VMIP3S0,329475,"What-CEIAF-ES.eaf"
Process,330600,notar,330600,VMN0000,330600,"What-CEIAF-ES.eaf"
Hearing,380000,percibir,380000,VMIP3S0,380000,"What-CEIAF-ES.eaf"
BodyMotion,398594,levantar,398594,VMIP3S0,398594,"What-CEIAF-ES.eaf"
Motion,399782,alejar,399782,VMN0000,399782,"What-CEIAF-ES.eaf"
IntentionalPsychologicalProcess,401861,localizar,401861,VMN0000,401861,"What-CEIAF-ES.eaf"
IntentionalPsychologicalProcess,425580,buscar,425580,VMIP3S0,425580,"What-CEIAF-ES.eaf"
